CRN,SUBJ,CRSE,TITLE,CR HRS,TIME,DAYS,INSTRUCTOR
22024,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,fac309
22025,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,fac310
13867,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,fac311
13869,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,fac312
13871,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,fac313
16822,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,fac314
10244,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,1000-1050AM,MWF,fac315
20241,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,HOURS ARR,,fac316
20242,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,HOURS ARR,,fac317
20243,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,HOURS ARR,,fac318
23745,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,1000-1050AM,MWF,fac319
12391,CS,410,PROF WORKFORCE DEV 1 (LECT),3,HOURS ARR,,fac320
12392,CS,410,PROF WORKFORCE DEV I (REC),0, 100- 250PM,W,fac321
13566,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac322
13567,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac323
13568,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac324
13569,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac325
13570,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac326
13571,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac327
13572,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac328
14973,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac329
14974,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac330
14975,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac331
15478,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac332
15479,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac333
15480,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac334
15481,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,fac335
15482,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,fac336
15483,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,fac337
15484,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,fac338
16824,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac339
16825,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,fac340
16826,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac341
16835,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,fac342
20111,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac343
20112,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac344
20113,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,fac345
20114,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,fac346
20115,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,fac347
20116,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,fac348
20117,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,fac349
23746,CS,410,PROF WORKFORCE DEV 1 (LECT),3,HOURS ARR,,fac350
23747,CS,410,PROF WORKFORCE DEV I (REC),0, 100- 250PM,W,fac351
13547,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac352
13548,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac353
13549,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac354
13550,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac355
13551,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac356
13552,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac357
13553,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac358
13554,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac359
13555,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac360
13556,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac361
13557,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac362
14085,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac363
14086,CS,411W,PROFESSIONAL WRKFRC DEV II REC,0, 300- 450PM,W,fac364
14970,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac365
14971,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac366
14972,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac367
14976,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac368
14977,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac369
14978,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac370
14979,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac371
14980,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac372
14981,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac373
16497,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac374
16498,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac375
16499,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac376
16500,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac377
16501,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac378
16502,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac379
16503,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac380
16504,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac381
16505,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac382
16506,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,fac383
16507,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac384
16508,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac385
16509,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac386
16510,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac387
16511,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac388
16512,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac389
16513,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac390
16749,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac391
16750,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,fac392
16753,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,fac393
16755,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac394
16759,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,TR,fac395
16760,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,fac396
17131,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac397
17132,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac398
17133,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac399
17134,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac400
17135,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,fac401
23748,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,fac402
23749,CS,411W,PROFESSIONAL WRKFRC DEV II REC,0, 300- 450PM,W,fac403
19559,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac404
19560,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac405
19561,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac406
19908,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac407
20100,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 200- 250PM,MWF,fac408
23750,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 200- 250PM,MWF,fac409
13226,CS,418,WEB PROGRAMMING,3, 130- 245PM,TR,fac410
23607,CS,418,WEB PROGRAMMING,3, 130- 245PM,TR,fac411
22005,CS,432,WEB SCIENCE,3,HOURS ARR,,fac412
22006,CS,432,WEB SCIENCE,3,HOURS ARR,,fac413
22007,CS,432,WEB SCIENCE,3,HOURS ARR,,fac414
22012,CS,432,WEB SCIENCE,3,HOURS ARR,,fac415
16484,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,fac416
16485,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,fac417
16486,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,fac418
16838,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,fac419
10381,CS,455,INTRO-NETWORKS & COMMUNICATION,3,1100-1215PM,TR,fac420
23599,CS,455,INTRO-NETWORKS & COMMUNICATION,3,1100-1215PM,TR,fac421
10395,CS,460,COMPUTER GRAPHICS,3,1100-1150AM,MWF,fac422
23751,CS,460,COMPUTER GRAPHICS,3,1100-1150AM,MWF,fac423
15988,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac424
15989,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac425
15990,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac426
16842,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac427
21949,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac428
21951,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac429
21954,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac430
21956,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac431
24629,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac432
24630,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac433
13848,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac434
13849,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac435
13850,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac436
16845,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac437
24631,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac438
24632,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac439
22695,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac440
22696,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac441
22697,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac442
24635,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac443
24636,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac444
19748,CS,467,INTRO REVERSE SOFTWARE ENGIN,3, 420- 535PM,MW,fac445
15813,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac446
15814,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac447
15815,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac448
15816,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac449
24551,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac450
24552,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac451
24553,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,fac452
12528,CS,480,INTRO-ARTIFICIAL INTELLIGENCE,3, 300- 415PM,TR,fac453
15589,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,fac454
18873,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,fac455
18988,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,fac456
20704,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,fac457
17933,CS,500,FOUNDATIONS OF COMPUTING,3, 300- 415PM,MW,fac458
23752,CS,500,FOUNDATIONS OF COMPUTING,3, 300- 415PM,MW,fac459
19562,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac460
19563,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac461
19564,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac462
19909,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,fac463
13227,CS,518,WEB PROGRAMMING,3, 130- 245PM,TR,fac464
23608,CS,518,WEB PROGRAMMING,3, 130- 245PM,TR,fac465
22008,CS,532,WEB SCIENCE,3,HOURS ARR,,fac466
22009,CS,532,WEB SCIENCE,3,HOURS ARR,,fac467
22010,CS,532,WEB SCIENCE,3,HOURS ARR,,fac468
22011,CS,532,WEB SCIENCE,3,HOURS ARR,,fac469
16487,CS,550,DATABASE CONCEPTS,3,HOURS ARR,,fac470
16488,CS,550,DATABASE CONCEPTS,3,HOURS ARR,,fac471
16489,CS,550,DATABASE CONCEPTS,3,HOURS ARR,,fac472
10382,CS,555,INTRO-NETWORKS & COMMUNICATION,3,1100-1215PM,TR,fac473
15421,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac474
17412,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac475
21961,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac476
21964,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,fac477
13851,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac478
15422,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac479
15423,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac480
17413,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,fac481
22699,CS,564,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac482
22700,CS,564,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac483
22701,CS,564,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,fac484
19749,CS,567,INTRO REVERSE SOFTWARE ENGIN,3, 420- 535PM,MW,fac485
12529,CS,580,INTRO-ARTICIFICAL INTELLIGENCE,3, 300- 415PM,TR,fac486
23600,CS,580,INTRO-ARTICIFICAL INTELLIGENCE,3, 300- 415PM,TR,fac487
17685,CS,597,INDP STUDY IN COMPUTER SCIENCE,3,HOURS ARR,,fac488
24733,CS,610,FOUNDATIONS OF CYBERSECURITY,3,1200- 430PM,W,fac489
19924,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3, 420- 700PM,T,fac490
21549,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,fac491
21550,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,fac492
21551,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,fac493
21552,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,fac494
19793,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,fac495
19796,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,fac496
19797,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,fac497
19798,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,fac498
20035,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,fac499
22718,CS,665,COMPUTER ARCHITECTURE,3,HOURS ARR,,fac500
22719,CS,665,COMPUTER ARCHITECTURE,3,HOURS ARR,,fac501
22720,CS,665,COMPUTER ARCHITECTURE,3,HOURS ARR,,fac502
10242,CS,667,COOPERATIVE EDUCATION,1,HOURS ARR,,fac503
12758,CS,690,COLLOQUIUM,1,1030-1150AM,F,fac504
17438,CS,690,COLLOQUIUM,1,HOURS ARR,,fac505
17439,CS,690,COLLOQUIUM,1,HOURS ARR,,fac506
17440,CS,690,COLLOQUIUM,1,HOURS ARR,,fac507
17441,CS,690,COLLOQUIUM,1,HOURS ARR,,fac508
10598,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac509
10599,CS,697,INDEPENDENT STUDY IN C S,2,HOURS ARR,,fac510
11156,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac511
15604,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac512
17663,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac513
18812,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac514
18885,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac515
18946,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac516
20726,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac517
20770,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,fac518
16922,CS,698,MASTER'S PROJECT,3,HOURS ARR,,fac519
17511,CS,698,MASTER'S PROJECT,3,HOURS ARR,,fac520
17657,CS,698,MASTER'S PROJECT,3,HOURS ARR,,fac521
18888,CS,698,MASTER'S PROJECT,3,HOURS ARR,,fac522
18959,CS,698,MASTER'S PROJECT,3,HOURS ARR,,fac523
13057,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac524
15605,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac525
16923,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac526
17646,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac527
17660,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac528
17722,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac529
18716,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac530
20657,CS,699,THESIS RESEARCH,3,HOURS ARR,,fac531
18592,CS,722,MACHINE LEARNING,3, 300- 415PM,MW,fac532
23882,CS,722,MACHINE LEARNING,3, 300- 415PM,MW,fac533
16514,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac534
16515,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac535
16516,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac536
18435,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac537
21542,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac538
21543,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac539
21544,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac540
21545,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac541
15925,CS,791,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,fac542
16078,CS,791,SEM:ADV AI PROTEIN STRUC MODEL,3,HOURS ARR,,fac543
17512,CS,791,GRADUATE SEM: IOT SECURITY,3,HOURS ARR,,fac544
17939,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac545
17945,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac546
17947,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac547
17949,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac548
17950,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac549
17952,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac550
17954,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac551
18813,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac552
18921,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac553
20705,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,fac554
17039,CS,795,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,fac555
17040,CS,795,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,fac556
17041,CS,795,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,fac557
17046,CS,795,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,fac558
20104,CS,795,TPCS: NATURAL LANG PROCESSING,3, 300- 415PM,TR,fac559
21722,CS,795,"TPCS:DEVOPS,CONTAINERS & CLOUD",3,1100-1215PM,MW,fac560
21725,CS,795,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,fac561
21727,CS,795,TPCS:MINING SCHOLARLY BIG DATA,3, 930-1045AM,MW,fac562
23650,CS,795,TPCS: NATURAL LANG PROCESSING,3, 300- 415PM,TR,fac563
23925,CS,795,TPCS:MINING SCHOLARLY BIG DATA,3,HOURS ARR,,fac564
23926,CS,795,TPCS:MINING SCHOLARLY BIG DATA,3,HOURS ARR,,fac565
24117,CS,795,TPCS:MOBILE SENSING-SMART CITI,3, 420- 700PM,T,fac566
24402,CS,795,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,fac567
24541,CS,795,TPCS: IOT SECURITY,3, 910-1045AM,TR,fac568
24600,CS,795,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,fac569
24711,CS,795,TPCS: IOT SECURITY,3, 910-1045AM,TR,fac570
17284,CS,796,TPC:ADV ARTIFICIAL INTELLIGENC,3,HOURS ARR,,fac571
18593,CS,822,MACHINE LEARNING,3, 300- 415PM,MW,fac572
23886,CS,822,MACHINE LEARNING,3, 300- 415PM,MW,fac573
16517,CS,823,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac574
16518,CS,823,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac575
16519,CS,823,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,fac576
21546,CS,876,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac577
21547,CS,876,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac578
21548,CS,876,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,fac579
10229,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac580
10230,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac581
15926,CS,891,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,fac582
16079,CS,891,SEM:ADV AI PROTEIN STRUC MODEL,3,HOURS ARR,,fac583
17513,CS,891,GRADUATE SEM: IOT SECURITY,3,HOURS ARR,,fac584
17946,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac585
17948,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac586
17951,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac587
17953,CS,891,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,fac588
17955,CS,891,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,fac589
18814,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac590
18922,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,fac591
17042,CS,895,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,fac592
17043,CS,895,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,fac593
17044,CS,895,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,fac594
17045,CS,895,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,fac595
20105,CS,895,TPCS:NATURAL LANG PROCESSING,3, 300- 415PM,TR,fac596
21723,CS,895,"TPCS:DEVOPS,CONTAINERS & CLOUD",3,1100-1215PM,MW,fac597
21726,CS,895,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,fac598
21728,CS,895,TPCS:MINING SCHOLARLY BIG DATA,3, 930-1045AM,MW,fac599
23653,CS,895,TPCS:NATURAL LANG PROCESSING,3, 300- 415PM,TR,fac600
24118,CS,895,TPCS:MOBILE SENSING-SMART CITI,3, 420- 700PM,T,fac601
24403,CS,895,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,fac602
24543,CS,895,TPCS: IOT SECURITY,3, 910-1045AM,TR,fac603
24601,CS,895,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,fac604
24712,CS,895,TPCS: IOT SECURITY,3, 910-1045AM,TR,fac605
11157,CS,896,TPCS: APPLIED VISUALIZATION,3,HOURS ARR,,fac606
17285,CS,896,TPC:ADV ARTIFICIAL INTELLIGENC,3,HOURS ARR,,fac607
20788,CS,896,TPCS:SMART CITI IN THE IOT ERA,3,HOURS ARR,,fac608
10231,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac609
10232,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac610
10233,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac611
10234,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac612
10235,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac613
10236,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac614
10237,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac615
10238,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac616
10239,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac617
11158,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac618
11159,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac619
11819,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac620
11820,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac621
11821,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac622
12696,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac623
13043,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac624
15895,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac625
15896,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac626
15984,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac627
17409,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac628
17616,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac629
17756,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac630
17934,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac631
17935,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac632
17936,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac633
17937,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac634
18691,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac635
18757,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac636
18815,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,fac637
18947,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac638
18984,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac639
18985,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,fac640
20092,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,fac641
