CRN,SUBJ,CRSE,TITLE,CR HRS,TIME,DAYS,INSTRUCTOR
15804,CS,350,INTRO TO SOFTWARE ENGINEERING,3,HOURS ARR,,"ZEIL,S"
15805,CS,350,INTRO TO SOFTWARE ENGINEERING,3,HOURS ARR,,"ZEIL,S"
15806,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 300- 500PM,W,"ZEIL,S"
15807,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 300- 500PM,W,"ZEIL,S"
15808,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 300- 500PM,W,"ZEIL,S"
15809,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 710- 910PM,W,"ZEIL,S"
15810,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 710- 910PM,W,"ZEIL,S"
15811,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 710- 910PM,W,"ZEIL,S"
16795,CS,350,INTRO TO SOFTWARE ENGINEERING,3,HOURS ARR,,"ZEIL,S"
16798,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 300- 500PM,W,"ZEIL,S"
16803,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 710- 910PM,W,"ZEIL,S"
17931,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 710- 910PM,T,"ZEIL,S"
17932,CS,350,INTRO TO SOFTWARE ENGINEERING,0, 300- 500PM,T,"ZEIL,S"
23586,CS,350,INTRO TO SOFTWARE ENGINEERING,3, 200- 250PM,MWF,"ZEIL,S"
23587,CS,350,INTR TO SOFTWARE ENGINEER REC,0, 710- 910PM,T,"ZEIL,S"
23588,CS,350,INTRO TO SOFTWARE ENGINEERING,0, 300- 500PM,T,"ZEIL,S"
11917,CS,355,PRINCIP-PROGRAMMING LANGUAGES,3,1200-1250PM,MWF,"ZEIL,S"
21466,CS,355,PRINCIP-PROGRAMMING LANGUAGES,3, 930-1045AM,MW,"ZEIL,S"
21469,CS,355,PRINCIP-PROGRAMMING LANGUAGES,3, 930-1045AM,MW,"ZEIL,S"
21474,CS,355,PRINCIP-PROGRAMMING LANGUAGES,3, 930-1045AM,MW,"ZEIL,S"
21476,CS,355,PRINCIP-PROGRAMMING LANGUAGES,3, 930-1045AM,MW,"ZEIL,S"
23744,CS,355,PRINCIP-PROGRAMMING LANGUAGES,3,1200-1250PM,MWF,"ZEIL,S"
10355,CS,361,DATA STRUCTURES/ALGORITHMS,3, 100- 150PM,MWF,"ZEIL,S"
16003,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
16004,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
16005,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
16804,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
17444,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
17445,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
17627,CS,361,DATA STRUCTURES/ALGORITHMS,3,HOURS ARR,,"ZEIL,S"
24801,CS,361,DATA STRUCTURES/ALGORITHMS,3, 100- 150PM,MWF,"ZEIL,S"
10240,CS,367,COOPERATIVE EDUCATION,3,HOURS ARR,,"ZEIL,S"
15596,CS,367,COOPERATIVE EDUCATION,3,HOURS ARR,,"ZEIL,S"
10241,CS,368,COMPUTER SCIENCE INTERNSHIP,3,HOURS ARR,,"ZEIL,S"
15597,CS,368,COMPUTER SCIENCE INTERNSHIP,3,HOURS ARR,,"ZEIL,S"
22773,CS,368,COMPUTER SCIENCE INTERNSHIP,3,HOURS ARR,,"ZEIL,S"
22774,CS,368,COMPUTER SCIENCE INTERNSHIP,3,HOURS ARR,,"ZEIL,S"
10243,CS,381,INTRO TO DISCRETE STRUCTURES,3, 300- 415PM,W,"ZEIL,S"
13863,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
13864,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
13866,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
16820,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
22022,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
22023,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
22024,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
22025,CS,381,INTRO TO DISCRETE STRUCTURES,3,HOURS ARR,,"ZEIL,S"
13867,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,"ZEIL,S"
13869,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,"ZEIL,S"
13871,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,"ZEIL,S"
16822,CS,382,INTRODUCTION TO JAVA,1,HOURS ARR,,"ZEIL,S"
10244,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,1000-1050AM,MWF,"ZEIL,S"
20241,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,HOURS ARR,,"ZEIL,S"
20242,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,HOURS ARR,,"ZEIL,S"
20243,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,HOURS ARR,,"ZEIL,S"
23745,CS,390,INTRO-THEORETICAL COMPUTER SCI,3,1000-1050AM,MWF,"ZEIL,S"
12391,CS,410,PROF WORKFORCE DEV 1 (LECT),3,HOURS ARR,,"ZEIL,S"
12392,CS,410,PROF WORKFORCE DEV I (REC),0, 100- 250PM,W,"ZEIL,S"
13566,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
13567,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
13568,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
13569,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
13570,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
13571,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
13572,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
14973,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
14974,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
14975,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
15478,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
15479,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
15480,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
15481,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,"ZEIL,S"
15482,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,"ZEIL,S"
15483,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,"ZEIL,S"
15484,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,"ZEIL,S"
16824,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
16825,CS,410,PROFESSION WORKFORCE DEV I REC,0, 100- 250PM,R,"ZEIL,S"
16826,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
16835,CS,410,PROFESSION WORKFORCE DEV I REC,0,1100-1250PM,W,"ZEIL,S"
20111,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
20112,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
20113,CS,410,PROFESSIONAL WORKFORCE DEV I,3,HOURS ARR,,"ZEIL,S"
20114,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,"ZEIL,S"
20115,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,"ZEIL,S"
20116,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,"ZEIL,S"
20117,CS,410,PROFESSIONAL WORKFORCE DEV I,0, 800- 950AM,R,"ZEIL,S"
23746,CS,410,PROF WORKFORCE DEV 1 (LECT),3,HOURS ARR,,"ZEIL,S"
23747,CS,410,PROF WORKFORCE DEV I (REC),0, 100- 250PM,W,"ZEIL,S"
13547,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
13548,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
13549,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
13550,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
13551,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
13552,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
13553,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
13554,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
13555,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
13556,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
13557,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
14085,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
14086,CS,411W,PROFESSIONAL WRKFRC DEV II REC,0, 300- 450PM,W,"ZEIL,S"
14970,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
14971,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
14972,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
14976,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
14977,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
14978,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
14979,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
14980,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
14981,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
16497,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
16498,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
16499,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
16500,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16501,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16502,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16503,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16504,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16505,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16506,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,T,"ZEIL,S"
16507,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16508,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16509,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16510,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16511,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16512,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16513,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
16749,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
16750,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,M,"ZEIL,S"
16753,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1200-1250PM,M,"ZEIL,S"
16755,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
16759,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,TR,"ZEIL,S"
16760,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1000-1050AM,R,"ZEIL,S"
17131,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
17132,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
17133,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
17134,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
17135,CS,411W,PROFESSIO WORKFORCE DEV II REC,0,1100-1150AM,T,"ZEIL,S"
23748,CS,411W,PROFESSIONAL WORKFORCE DEV II,3,HOURS ARR,,"ZEIL,S"
23749,CS,411W,PROFESSIONAL WRKFRC DEV II REC,0, 300- 450PM,W,"ZEIL,S"
19559,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
19560,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
19561,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
19908,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
20100,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 200- 250PM,MWF,"ZEIL,S"
23750,CS,417,COMPUTATIONAL METH & SOFTWARE,3, 200- 250PM,MWF,"ZEIL,S"
13226,CS,418,WEB PROGRAMMING,3, 130- 245PM,TR,"ZEIL,S"
23607,CS,418,WEB PROGRAMMING,3, 130- 245PM,TR,"ZEIL,S"
22005,CS,432,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
22006,CS,432,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
22007,CS,432,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
22012,CS,432,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
16484,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
16485,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
16486,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
16838,CS,450,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
10381,CS,455,INTRO-NETWORKS & COMMUNICATION,3,1100-1215PM,TR,"ZEIL,S"
23599,CS,455,INTRO-NETWORKS & COMMUNICATION,3,1100-1215PM,TR,"ZEIL,S"
10395,CS,460,COMPUTER GRAPHICS,3,1100-1150AM,MWF,"ZEIL,S"
23751,CS,460,COMPUTER GRAPHICS,3,1100-1150AM,MWF,"ZEIL,S"
15988,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
15989,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
15990,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
16842,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
21949,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
21951,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
21954,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
21956,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
24629,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
24630,CS,462,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
13848,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
13849,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
13850,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
16845,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
24631,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
24632,CS,463,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
22695,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
22696,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
22697,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
24635,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
24636,CS,464,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
19748,CS,467,INTRO REVERSE SOFTWARE ENGIN,3, 420- 535PM,MW,"ZEIL,S"
15813,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
15814,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
15815,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
15816,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
24551,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
24552,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
24553,CS,471,OPERATING SYSTEMS,3,HOURS ARR,,"ZEIL,S"
12528,CS,480,INTRO-ARTIFICIAL INTELLIGENCE,3, 300- 415PM,TR,"ZEIL,S"
15589,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,"ZEIL,S"
18873,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,"ZEIL,S"
18988,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,"ZEIL,S"
20704,CS,497,INDEPENDENT STUDY,3,HOURS ARR,,"ZEIL,S"
17933,CS,500,FOUNDATIONS OF COMPUTING,3, 300- 415PM,MW,"ZEIL,S"
23752,CS,500,FOUNDATIONS OF COMPUTING,3, 300- 415PM,MW,"ZEIL,S"
19562,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
19563,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
19564,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
19909,CS,517,COMPUTATIONAL METH & SOFTWARE,3, 100- 215PM,TR,"ZEIL,S"
13227,CS,518,WEB PROGRAMMING,3, 130- 245PM,TR,"ZEIL,S"
23608,CS,518,WEB PROGRAMMING,3, 130- 245PM,TR,"ZEIL,S"
22008,CS,532,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
22009,CS,532,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
22010,CS,532,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
22011,CS,532,WEB SCIENCE,3,HOURS ARR,,"ZEIL,S"
16487,CS,550,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
16488,CS,550,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
16489,CS,550,DATABASE CONCEPTS,3,HOURS ARR,,"ZEIL,S"
10382,CS,555,INTRO-NETWORKS & COMMUNICATION,3,1100-1215PM,TR,"ZEIL,S"
15421,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
17412,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
21961,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
21964,CS,562,CYBERSECURITY FUNDAMENTALS,3,HOURS ARR,,"ZEIL,S"
13851,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
15422,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
15423,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
17413,CS,563,CRYPTOGRAPHY FOR CYBERSECURITY,3,HOURS ARR,,"ZEIL,S"
22699,CS,564,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
22700,CS,564,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
22701,CS,564,NETWORKED SYSTEMS SECURITY,3,HOURS ARR,,"ZEIL,S"
19749,CS,567,INTRO REVERSE SOFTWARE ENGIN,3, 420- 535PM,MW,"ZEIL,S"
12529,CS,580,INTRO-ARTICIFICAL INTELLIGENCE,3, 300- 415PM,TR,"ZEIL,S"
23600,CS,580,INTRO-ARTICIFICAL INTELLIGENCE,3, 300- 415PM,TR,"ZEIL,S"
17685,CS,597,INDP STUDY IN COMPUTER SCIENCE,3,HOURS ARR,,"ZEIL,S"
24733,CS,610,FOUNDATIONS OF CYBERSECURITY,3,1200- 430PM,W,"ZEIL,S"
19924,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3, 420- 700PM,T,"ZEIL,S"
21549,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,"ZEIL,S"
21550,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,"ZEIL,S"
21551,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,"ZEIL,S"
21552,CS,620,INTRO-DATA SCIENCE & ANALYTICS,3,HOURS ARR,,"ZEIL,S"
19793,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,"ZEIL,S"
19796,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,"ZEIL,S"
19797,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,"ZEIL,S"
19798,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,"ZEIL,S"
20035,CS,625,DATA VISUALIZATION,3, 930-1045AM,TR,"ZEIL,S"
22718,CS,665,COMPUTER ARCHITECTURE,3,HOURS ARR,,"ZEIL,S"
22719,CS,665,COMPUTER ARCHITECTURE,3,HOURS ARR,,"ZEIL,S"
22720,CS,665,COMPUTER ARCHITECTURE,3,HOURS ARR,,"ZEIL,S"
10242,CS,667,COOPERATIVE EDUCATION,1,HOURS ARR,,"ZEIL,S"
12758,CS,690,COLLOQUIUM,1,1030-1150AM,F,"ZEIL,S"
17438,CS,690,COLLOQUIUM,1,HOURS ARR,,"ZEIL,S"
17439,CS,690,COLLOQUIUM,1,HOURS ARR,,"ZEIL,S"
17440,CS,690,COLLOQUIUM,1,HOURS ARR,,"ZEIL,S"
17441,CS,690,COLLOQUIUM,1,HOURS ARR,,"ZEIL,S"
10598,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
10599,CS,697,INDEPENDENT STUDY IN C S,2,HOURS ARR,,"ZEIL,S"
11156,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
15604,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
17663,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
18812,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
18885,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
18946,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
20726,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
20770,CS,697,INDEPENDENT STUDY IN C S,3,HOURS ARR,,"ZEIL,S"
16922,CS,698,MASTER'S PROJECT,3,HOURS ARR,,"ZEIL,S"
17511,CS,698,MASTER'S PROJECT,3,HOURS ARR,,"ZEIL,S"
17657,CS,698,MASTER'S PROJECT,3,HOURS ARR,,"ZEIL,S"
18888,CS,698,MASTER'S PROJECT,3,HOURS ARR,,"ZEIL,S"
18959,CS,698,MASTER'S PROJECT,3,HOURS ARR,,"ZEIL,S"
13057,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
15605,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
16923,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
17646,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
17660,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
17722,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
18716,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
20657,CS,699,THESIS RESEARCH,3,HOURS ARR,,"ZEIL,S"
18592,CS,722,MACHINE LEARNING,3, 300- 415PM,MW,"ZEIL,S"
23882,CS,722,MACHINE LEARNING,3, 300- 415PM,MW,"ZEIL,S"
16514,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
16515,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
16516,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
18435,CS,723,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
21542,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
21543,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
21544,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
21545,CS,776,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
15925,CS,791,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,"ZEIL,S"
16078,CS,791,SEM:ADV AI PROTEIN STRUC MODEL,3,HOURS ARR,,"ZEIL,S"
17512,CS,791,GRADUATE SEM: IOT SECURITY,3,HOURS ARR,,"ZEIL,S"
17939,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17945,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17947,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17949,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17950,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17952,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17954,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
18813,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
