CRN,SUBJ,CRSE,TITLE,CR HRS,TIME,DAYS,INSTRUCTOR
18921,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
20705,CS,791,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17039,CS,795,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,"ZEIL,S"
17040,CS,795,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,"ZEIL,S"
17041,CS,795,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,"ZEIL,S"
17046,CS,795,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,"ZEIL,S"
20104,CS,795,TPCS: NATURAL LANG PROCESSING,3, 300- 415PM,TR,"ZEIL,S"
21722,CS,795,"TPCS:DEVOPS,CONTAINERS & CLOUD",3,1100-1215PM,MW,"ZEIL,S"
21725,CS,795,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,"ZEIL,S"
21727,CS,795,TPCS:MINING SCHOLARLY BIG DATA,3, 930-1045AM,MW,"ZEIL,S"
23650,CS,795,TPCS: NATURAL LANG PROCESSING,3, 300- 415PM,TR,"ZEIL,S"
23925,CS,795,TPCS:MINING SCHOLARLY BIG DATA,3,HOURS ARR,,"ZEIL,S"
23926,CS,795,TPCS:MINING SCHOLARLY BIG DATA,3,HOURS ARR,,"ZEIL,S"
24117,CS,795,TPCS:MOBILE SENSING-SMART CITI,3, 420- 700PM,T,"ZEIL,S"
24402,CS,795,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,"ZEIL,S"
24541,CS,795,TPCS: IOT SECURITY,3, 910-1045AM,TR,"ZEIL,S"
24600,CS,795,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,"ZEIL,S"
24711,CS,795,TPCS: IOT SECURITY,3, 910-1045AM,TR,"ZEIL,S"
17284,CS,796,TPC:ADV ARTIFICIAL INTELLIGENC,3,HOURS ARR,,"ZEIL,S"
18593,CS,822,MACHINE LEARNING,3, 300- 415PM,MW,"ZEIL,S"
23886,CS,822,MACHINE LEARNING,3, 300- 415PM,MW,"ZEIL,S"
16517,CS,823,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
16518,CS,823,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
16519,CS,823,INTRODUCTION BIOINFORMATICS,3,HOURS ARR,,"ZEIL,S"
21546,CS,876,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
21547,CS,876,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
21548,CS,876,ARCH SUPPORT FOR CLOUD COMP,3,HOURS ARR,,"ZEIL,S"
10229,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
10230,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
15926,CS,891,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,"ZEIL,S"
16079,CS,891,SEM:ADV AI PROTEIN STRUC MODEL,3,HOURS ARR,,"ZEIL,S"
17513,CS,891,GRADUATE SEM: IOT SECURITY,3,HOURS ARR,,"ZEIL,S"
17946,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17948,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17951,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17953,CS,891,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,"ZEIL,S"
17955,CS,891,GRAD SEM: IN MOLECULAR IMAGES,3,HOURS ARR,,"ZEIL,S"
18814,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
18922,CS,891,GRADUATE SEMINAR,3,HOURS ARR,,"ZEIL,S"
17042,CS,895,TPCS:MALWARE ANALY& RVRS ENG,3,HOURS ARR,,"ZEIL,S"
17043,CS,895,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,"ZEIL,S"
17044,CS,895,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,"ZEIL,S"
17045,CS,895,TPC:MALWARE ANALY& REVERSE ENG,3,HOURS ARR,,"ZEIL,S"
20105,CS,895,TPCS:NATURAL LANG PROCESSING,3, 300- 415PM,TR,"ZEIL,S"
21723,CS,895,"TPCS:DEVOPS,CONTAINERS & CLOUD",3,1100-1215PM,MW,"ZEIL,S"
21726,CS,895,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,"ZEIL,S"
21728,CS,895,TPCS:MINING SCHOLARLY BIG DATA,3, 930-1045AM,MW,"ZEIL,S"
23653,CS,895,TPCS:NATURAL LANG PROCESSING,3, 300- 415PM,TR,"ZEIL,S"
24118,CS,895,TPCS:MOBILE SENSING-SMART CITI,3, 420- 700PM,T,"ZEIL,S"
24403,CS,895,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,"ZEIL,S"
24543,CS,895,TPCS: IOT SECURITY,3, 910-1045AM,TR,"ZEIL,S"
24601,CS,895,TPCS: WEB ARCHIVING FORENSICS,3, 420- 700PM,R,"ZEIL,S"
24712,CS,895,TPCS: IOT SECURITY,3, 910-1045AM,TR,"ZEIL,S"
11157,CS,896,TPCS: APPLIED VISUALIZATION,3,HOURS ARR,,"ZEIL,S"
17285,CS,896,TPC:ADV ARTIFICIAL INTELLIGENC,3,HOURS ARR,,"ZEIL,S"
20788,CS,896,TPCS:SMART CITI IN THE IOT ERA,3,HOURS ARR,,"ZEIL,S"
10231,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
10232,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
10233,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
10234,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
10235,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
10236,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
10237,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
10238,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
10239,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
11158,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
11159,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
11819,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
11820,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
11821,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
12696,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
13043,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
15895,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
15896,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
15984,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
17409,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
17616,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
17756,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
17934,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
17935,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
17936,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
17937,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
18691,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
18757,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
18815,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
18947,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
18984,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
18985,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
20092,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
20093,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
20094,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
20744,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
20768,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
20769,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
22686,CS,899,DOCTORAL DISSERTATION,3,HOURS ARR,,"ZEIL,S"
22687,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
23368,CS,899,DOCTORAL DISSERTATION,1,HOURS ARR,,"ZEIL,S"
24818,CS,899,DOCTORAL DISSERTATION,6,HOURS ARR,,"ZEIL,S"
25012,CS,998,MASTER'S GRADUATE CREDIT,1,HOURS ARR,,"ZEIL,S"
11232,CS,999,COMPUTER SCIENCE GRAD AUDIT,1,HOURS ARR,,"ZEIL,S"
